City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,vidyayevo,69.3191,32.8049,8.45,64,47,7.51,RU,1695029842
366,bonthe,7.5264,-12.505,26.09,84,99,2.35,SL,1695029842
367,boden,65.8252,21.6886,10.0,53,100,3.97,SE,1695029843
368,madang,-5.2246,145.7966,25.13,84,82,3.13,PG,1695029843
369,fortuna,40.5982,-124.1573,15.52,95,100,0.0,US,1695029844
370,vadso,70.0744,29.7487,6.49,87,75,6.69,NO,1695029844
371,carthage,36.8611,10.3316,33.74,31,20,2.06,TN,1695029844
372,port alfred,-33.5906,26.891,19.54,64,0,1.79,ZA,1695029845
373,okondja,-0.6549,13.6753,28.35,67,84,2.16,GA,1695029845
374,cam ranh,11.9214,109.1591,31.98,58,20,2.06,VN,1695029846
375,kailua-kona,19.6406,-155.9956,24.57,92,94,0.45,US,1695029847
376,ulaangom,49.9811,92.0667,16.41,45,61,2.17,MN,1695029613
377,princeville,45.7668,-61.2985,14.62,94,0,1.54,CA,1695029847
378,itoman,26.1247,127.6694,30.43,76,75,3.09,JP,1695029848
379,rongelap,11.1635,166.8941,27.66,78,100,6.48,MH,1695029848
380,piripiri,-4.2733,-41.7769,25.53,56,12,1.22,BR,1695029849
381,manapparai,10.6,78.4167,34.48,53,94,3.29,IN,1695029849
382,shantobe,52.4581,68.1839,17.26,49,98,0.3,KZ,1695029849
383,bad konig,49.7431,9.0086,21.27,76,100,5.31,DE,1695029850
384,tateyama,34.9833,139.8667,28.39,84,0,7.05,JP,1695029850
385,arang,21.2,81.9667,31.18,57,42,2.71,IN,1695029850
386,lazaro cardenas,17.9583,-102.2,25.5,75,70,1.73,MX,1695029851
387,kargasok,59.0556,80.8572,19.93,53,32,4.44,RU,1695029851
388,askiz,53.1319,90.5264,19.17,47,66,4.55,RU,1695029852
389,murghob,38.1702,73.9667,16.6,7,0,8.51,TJ,1695029852
390,portage la prairie,49.9728,-98.2926,11.73,56,30,7.0,CA,1695029852
391,greenville,35.6127,-77.3663,21.09,97,100,2.06,US,1695029373
392,kapuskasing,49.4169,-82.4331,0.05,93,0,1.54,CA,1695029853
393,necochea,-38.5473,-58.7368,5.79,89,68,4.09,AR,1695029854
394,kotido,2.9806,34.1331,31.64,30,72,1.47,UG,1695029854
395,glace bay,46.1969,-59.957,15.99,96,20,3.6,CA,1695029696
396,pont rouge,48.8833,-72.0825,13.16,96,95,2.11,CA,1695029855
397,puerto deseado,-47.7503,-65.8938,3.74,76,100,5.85,AR,1695029855
398,linxia chengguanzhen,35.6003,103.2064,17.71,75,100,1.65,CN,1695029856
399,grajau,-5.8194,-46.1386,24.07,70,11,2.18,BR,1695029856
400,pangody,65.85,74.4859,6.43,60,100,7.24,RU,1695029856
401,umluj,25.0213,37.2685,32.75,48,0,6.93,SA,1695029857
402,arkhangel'sk,64.5401,40.5433,8.74,83,98,8.0,RU,1695029718
403,santa marta,11.2408,-74.199,28.27,78,62,1.34,CO,1695029858
404,lajas,18.05,-67.0593,26.34,59,60,2.68,PR,1695029858
405,port mathurin,-19.6833,63.4167,23.03,77,3,8.28,MU,1695029858
406,fengrun,39.8333,118.1167,25.76,64,28,2.62,CN,1695029859
407,gadzhiyevo,69.2551,33.3362,8.35,62,31,7.25,RU,1695029859
408,richland,40.7834,-82.5499,11.58,96,0,1.54,US,1695029859
409,koysinceq,36.0821,44.6278,33.97,10,0,1.6,IQ,1695029860
410,tofol,5.3248,163.0078,25.86,88,100,3.73,FM,1695029860
411,sisteron,44.1876,5.9462,23.56,65,100,2.34,FR,1695029861
412,wucheng,29.6008,118.175,27.43,81,58,0.7,CN,1695029861
413,papao,-17.75,-149.55,22.82,79,14,2.23,PF,1695029862
414,peniche,39.3558,-9.3811,21.98,78,34,3.29,PT,1695029838
415,salinopolis,-0.6136,-47.3561,26.25,83,76,3.93,BR,1695029863
416,st. john's,47.5649,-52.7093,17.76,88,40,11.83,CA,1695029742
417,tamanrasset,22.785,5.5228,29.95,10,0,6.17,DZ,1695029863
418,aras-asan,8.8908,126.3033,27.73,76,23,1.93,PH,1695029864
419,labasa,-16.4167,179.3833,24.42,88,66,4.59,FJ,1695029864
420,gummi,12.1436,5.1081,30.98,58,9,3.28,NG,1695029865
421,bandipura,34.4167,74.65,28.13,41,27,2.33,IN,1695029865
422,n'dalatando,-9.2978,14.9116,24.07,60,96,2.18,AO,1695029866
423,coahuayana de hidalgo,18.7,-103.6583,24.51,86,42,1.99,MX,1695029866
424,khandyga,62.6667,135.6,2.82,92,96,1.82,RU,1695029867
425,labuan,5.2767,115.2417,26.2,88,40,0.0,MY,1695029867
426,plainview,40.7765,-73.4673,19.94,92,100,1.54,US,1695029858
427,yelizovo,53.1873,158.3805,11.08,54,0,7.0,RU,1695029868
428,suva,-18.1416,178.4415,24.71,88,75,6.17,FJ,1695029868
429,mawlamyinegyunn,16.3833,95.2667,27.19,86,100,4.64,MM,1695029869
430,caruaru,-8.2833,-35.9761,21.32,81,27,5.22,BR,1695029704
431,lihue,21.9789,-159.3672,25.77,81,100,7.72,US,1695029747
432,sao joao da barra,-21.6403,-41.0511,22.05,85,71,8.73,BR,1695029870
433,kulebaki,55.4133,42.5325,17.26,59,100,4.12,RU,1695029870
434,mount gambier,-37.8333,140.7667,11.4,82,100,0.22,AU,1695029787
435,fisterra,42.9049,-9.2629,19.86,82,59,2.64,ES,1695029871
436,hobyo,5.3505,48.5268,29.14,62,14,11.74,SO,1695029871
437,jonuta,18.0833,-92.1333,23.78,94,26,0.66,MX,1695029872
438,igarka,67.4667,86.5833,8.73,88,100,5.8,RU,1695029872
439,san rafael del yuma,18.4299,-68.6739,26.76,86,59,2.45,DO,1695029873
440,kristianstad,56.0313,14.1524,19.64,100,100,5.66,SE,1695029873
441,colatina,-19.5394,-40.6306,21.91,80,95,0.12,BR,1695029874
442,macau,22.2006,113.5461,33.81,79,20,3.6,MO,1695029655
443,yamazakicho-nakabirose,35.0,134.55,27.41,88,11,0.98,JP,1695029874
444,manacapuru,-3.2997,-60.6206,25.28,71,69,1.54,BR,1695029875
445,sydney mines,46.2367,-60.2177,16.11,95,20,3.6,CA,1695029875
446,bukittinggi,-0.3091,100.3706,23.11,85,85,0.28,ID,1695029875
447,praia da vitoria,38.7333,-27.0667,20.98,82,20,1.98,PT,1695029876
448,usinsk,65.9939,57.5281,10.57,86,100,9.84,RU,1695029876
449,ust-tsilma,65.441,52.1498,9.13,91,100,5.13,RU,1695029877
450,kainantu,-6.2887,145.8655,16.29,89,94,0.77,PG,1695029877
451,mahina,-17.5065,-149.489,22.87,94,100,10.8,PF,1695029878
452,morondava,-20.2833,44.2833,28.55,53,0,5.67,MG,1695029878
453,el calafate,-50.3408,-72.2768,-3.57,78,28,2.14,AR,1695029879
454,thunder bay,48.4001,-89.3168,3.99,93,20,2.06,CA,1695029879
455,at taraf,25.3628,49.725,43.3,9,8,4.32,SA,1695029879
456,hotan,37.0997,79.9269,30.23,13,100,4.33,CN,1695029880
457,zharkent,44.1628,80.0,24.34,31,54,2.12,KZ,1695029880
458,bardai,11.65,7.2333,26.22,71,92,2.69,NG,1695029881
459,viqueque,-8.8673,126.3658,23.72,77,45,2.52,TL,1695029881
460,ayapa,18.1833,-93.1667,24.0,93,15,0.99,MX,1695029881
461,toyooka,35.5333,134.8333,24.03,100,75,1.54,JP,1695029882
462,hartselle,34.4434,-86.9353,15.66,100,0,1.69,US,1695029882
463,campos belos,-13.0367,-46.7717,24.93,34,10,2.66,BR,1695029883
464,dondo,-19.6094,34.7431,25.73,51,74,4.08,MZ,1695029883
465,bargaal,11.2864,51.0773,36.27,40,51,4.15,SO,1695029883
466,dongola,19.1667,30.4833,40.05,9,7,4.31,SD,1695029884
467,yuzhno-kurilsk,44.0306,145.8556,16.95,98,96,2.24,RU,1695029884
468,raduzhny,62.0961,77.475,12.25,81,22,5.18,RU,1695029885
469,margate,51.3813,1.3862,20.94,75,83,3.58,GB,1695029252
470,businga,3.3333,20.8833,29.59,55,95,1.57,CD,1695029886
471,kerikeri,-35.2268,173.9474,13.28,87,6,1.36,NZ,1695029886
472,debark',13.1561,37.8981,17.04,64,67,2.23,ET,1695029887
473,brownsville,25.9018,-97.4975,25.97,90,0,0.0,US,1695029637
474,shenjiamen,29.9576,122.298,26.67,86,17,4.99,CN,1695029887
475,oak bay,48.4496,-123.3026,15.8,82,98,9.77,CA,1695029888
476,badagry,6.4167,2.8833,27.63,76,98,2.9,NG,1695029888
477,tura,25.5198,90.2201,28.28,89,76,1.09,IN,1695029889
478,coquimbo,-29.9533,-71.3436,10.85,81,75,0.0,CL,1695029889
479,cururupu,-1.8283,-44.8683,25.88,80,67,2.23,BR,1695029889
480,chu,43.5983,73.7614,26.78,21,94,4.37,KZ,1695029890
481,girvan,55.2426,-4.8555,13.0,87,100,5.92,GB,1695029890
482,kabanga,-2.6386,30.4678,28.55,32,85,3.07,TZ,1695029891
483,el bauga,18.262,33.9081,39.35,16,65,0.7,SD,1695029891
484,leua,48.2156,18.6071,25.28,44,56,6.83,SK,1695029892
485,flying fish cove,-10.4217,105.6791,24.82,78,100,6.69,CX,1695029892
486,nahiyat ash shinafiyah,31.5874,44.6602,40.37,11,0,1.61,IQ,1695029892
487,kodinsk,58.6881,99.1844,16.46,71,64,0.75,RU,1695029893
488,callaway,30.153,-85.5699,22.17,85,0,2.57,US,1695029893
489,port-vila,-17.7338,168.3219,22.78,100,75,2.06,VU,1695029893
490,cacapava do sul,-30.5122,-53.4914,18.16,95,79,0.98,BR,1695029894
491,al qusiyah,27.4402,30.8184,32.15,25,0,5.84,EG,1695029894
492,myrina,39.8797,25.0742,23.58,53,20,10.8,GR,1695029895
493,broome,42.2506,-75.833,14.92,97,100,1.54,US,1695029895
494,zalingei,12.9096,23.4741,28.64,55,89,2.36,SD,1695029895
495,el granada,37.5027,-122.4694,17.9,90,75,2.06,US,1695029896
496,kayangel,8.0823,134.7173,28.7,75,18,2.61,PW,1695029896
497,imbituba,-28.24,-48.6703,21.59,72,0,3.22,BR,1695029751
498,mogadishu,2.0371,45.3438,28.93,74,40,6.69,SO,1695029897
499,lerwick,60.1545,-1.1494,14.0,95,100,6.0,GB,1695029897
500,calama,-22.4667,-68.9333,4.27,33,0,9.26,CL,1695029898
501,diok'nisi,41.6293,42.3917,17.54,65,60,2.44,GE,1695029898
502,vyskov,49.2775,16.999,26.16,71,57,0.45,CZ,1695029898
503,mananjary,-21.2167,48.3333,25.94,59,0,3.91,MG,1695029899
504,beshkent,38.8214,65.6531,28.1,17,0,4.12,UZ,1695029900
505,nova xavantina,-14.6667,-52.35,25.74,54,3,1.51,BR,1695029900
506,kolonia town,6.964,158.206,28.58,74,94,1.64,FM,1695029901
507,leh,34.1667,77.5833,19.66,30,72,3.66,IN,1695029535
508,kloulklubed,7.0419,134.2556,28.28,76,60,3.98,PW,1695029902
509,watampone,-4.5386,120.3279,26.84,65,0,3.95,ID,1695029902
510,ziniare,12.5822,-1.2983,29.02,62,93,5.28,BF,1695029902
511,al kharj,24.155,47.3346,41.32,9,8,4.18,SA,1695029903
512,susuman,62.7833,148.1667,1.49,62,42,1.9,RU,1695029903
513,leninogorsk,54.6026,52.4609,19.36,43,4,4.11,RU,1695029905
514,zhenlai,45.8495,123.2973,14.07,79,39,2.64,CN,1695029905
515,ballina,-28.8667,153.5667,16.55,74,0,6.3,AU,1695029905
516,kitimat,54.0524,-128.6534,10.38,99,100,3.58,CA,1695029906
517,saint-francois,46.4154,3.9054,23.15,73,0,3.6,FR,1695029906
518,amasra,41.7463,32.3863,24.03,55,0,8.66,TR,1695029907
519,zhezqazghan,47.7833,67.7667,22.45,25,99,1.9,KZ,1695029907
520,korla,41.7597,86.1469,24.49,24,73,1.73,CN,1695029908
521,ebon,4.582,168.6964,28.23,76,100,3.77,MH,1695029908
522,mazagao,-0.115,-51.2894,26.03,91,20,1.07,BR,1695029908
523,san antonio de pale,-1.4014,5.6325,24.31,83,97,3.16,GQ,1695029909
524,altayskoye,51.9533,85.3325,17.64,52,71,2.78,RU,1695029909
525,tukrah,32.5341,20.5791,26.62,65,1,5.44,LY,1695029902
526,meulaboh,4.1363,96.1285,28.33,77,89,2.99,ID,1695029910
527,saint-pierre,-21.3393,55.4781,27.82,54,100,6.17,RE,1695029911
528,nishinoomote,30.7333,131.0,27.31,94,40,2.06,JP,1695029911
529,yarmouth,41.7057,-70.2286,20.57,89,0,2.57,US,1695029911
530,la gi,10.6667,107.7833,28.83,80,78,4.57,VN,1695029912
531,baishan,41.9431,126.4286,17.24,93,53,1.95,CN,1695029912
532,curuca,-0.7289,-47.8481,24.15,91,73,1.61,BR,1695029913
533,olinda,-8.0089,-34.8553,25.85,83,75,5.66,BR,1695029913
534,auki,-8.7676,160.7034,25.73,90,96,2.61,SB,1695029913
535,sarangani,5.4033,125.4636,27.78,73,63,1.94,PH,1695029914
536,port douglas,-16.4833,145.4667,21.89,86,42,5.12,AU,1695029914
537,borogontsy,62.6683,131.1683,3.26,83,100,3.06,RU,1695029915
538,stephenville,32.2207,-98.2023,20.98,88,0,0.0,US,1695029915
539,plastun,44.7561,136.2939,15.98,94,2,0.94,RU,1695029915
540,richards bay,-28.783,32.0377,23.15,57,57,5.87,ZA,1695029916
541,keren,15.7778,38.4581,31.08,31,66,1.18,ER,1695029916
542,gaigeturi,33.4644,126.3183,27.03,74,40,2.06,KR,1695029917
543,jincheng,35.5022,112.8328,25.63,64,35,3.91,CN,1695029917
544,posto fiscal rolim de moura,-13.0833,-62.2667,24.9,53,5,0.93,BR,1695029918
545,puerto aysen,-45.4,-72.7,-2.23,99,89,0.8,CL,1695029918
546,jilib,0.4883,42.7854,35.32,32,73,6.52,SO,1695029918
547,rio gallegos,-51.6226,-69.2181,1.03,80,20,4.12,AR,1695029919
548,bucerias,20.75,-105.3333,27.21,84,99,1.76,MX,1695029774
549,vallenar,-28.5708,-70.7581,13.75,64,48,0.32,CL,1695029920
550,mahdia,35.5047,11.0622,31.97,36,22,5.67,TN,1695029920
551,qarauyl,48.9451,79.255,16.55,55,76,4.19,KZ,1695029920
552,constitucion,-35.3333,-72.4167,6.25,80,40,3.11,CL,1695029921
553,aripuana,-9.1667,-60.6333,25.24,64,33,0.98,BR,1695029921
554,laojunmiao,39.8333,97.7333,17.69,22,30,4.14,CN,1695029921
555,arno,60.1167,18.6333,13.77,58,95,5.51,SE,1695029922
556,tobelo,1.7284,128.0095,26.5,83,99,0.95,ID,1695029922
557,tari,12.4086,4.4914,30.8,58,11,3.77,NG,1695029922
558,helena,46.5927,-112.0361,17.55,48,0,0.0,US,1695029880
559,san luis de la loma,17.2706,-100.8939,25.75,73,17,1.87,MX,1695029923
560,les avirons,-21.2418,55.3394,26.05,54,100,6.17,RE,1695029924
561,uliastay,47.7417,96.8444,12.16,39,84,3.09,MN,1695029924
562,campbell river,50.0163,-125.2446,13.74,94,2,2.98,CA,1695029924
563,al muwayh,22.4333,41.7583,40.15,9,48,5.38,SA,1695029925
564,kyosai,34.8503,128.5886,26.98,84,0,3.71,KR,1695029925
565,tionk essil,12.7856,-16.5217,25.98,77,77,2.38,SN,1695029926
566,lira,2.235,32.9097,30.29,43,99,1.51,UG,1695029926
567,phaltan,17.9833,74.4333,29.84,52,47,9.22,IN,1695029926
568,kimry,56.8667,37.35,17.43,40,85,3.02,RU,1695029927
569,praya,14.9215,-23.5087,26.3,73,20,4.12,CV,1695029927
570,natal,-5.795,-35.2094,23.12,94,75,3.09,BR,1695029404
571,banda aceh,5.5577,95.3222,28.52,77,52,1.1,ID,1695029470
572,bambanglipuro,-7.95,110.2833,25.14,75,13,4.86,ID,1695029928
573,tabuk,17.4189,121.4443,26.37,87,60,2.22,PH,1695029929
574,jinjiang,24.8198,118.5741,28.12,73,32,2.2,CN,1695029929
575,nushki,29.5542,66.0215,36.53,8,2,4.64,PK,1695029929
576,montepuez,-13.1256,38.9997,32.23,21,11,3.58,MZ,1695029930
577,jaffa,32.0504,34.7522,32.34,65,0,2.57,IL,1695029930
578,ingeniero guillermo n. juarez,-23.9,-61.85,23.64,47,72,7.39,AR,1695029931
